Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Icon,subtitle,text,value,small text
Bulletproof,bulletproof,62a7595a29d96562fa1c2c16,62a759abec50820cb728d29e,Mon Jun 13 2022 15:37:15 GMT+0000 (Coordinated Universal Time),Mon Jun 13 2022 15:37:15 GMT+0000 (Coordinated Universal Time),Mon Jun 13 2022 18:17:35 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/628c1ca1fef68382c04fa58c/62a75989fd86db8607862f26_bulletproof.png,10 influencer events with micro influencers and 2 events with mid-level influencers,"Achievable reach of organic target audience on selected social network 500,000+.
Achievable reach of whitelabeling ads. 20,000,000+ ",$7900,Estimated Delivery 90 Days
