Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Icon,Subtitle,Text,Value,Small Text
Viral,viral,62a758988a1794a1ec89f528,62a7589e5035621fb5e37747,Mon Jun 13 2022 15:32:46 GMT+0000 (Coordinated Universal Time),Mon Jun 13 2022 15:34:40 GMT+0000 (Coordinated Universal Time),Mon Jun 13 2022 18:17:35 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/628c1ca1fef68382c04fa58c/62a72e3da86730572cbd6268_viral.png,6 influencer events with micro influencers and 1 event with mid-level influencers,"Achievable reach of organic target audience on selected social network 250,000+.
Achievable reach of whitelabeling ads. 5,000,000+ ",$4750,Estimated Delivery 60 Days
